transaction_id,timestamp,amount,transaction_type,sender_account_age_days,receiver_account_age_days,sender_tx_count_24h,receiver_unique_senders_24h,device_changed,location_changed,failed_login_attempts,is_fraud
TXN_000940,2024-05-19T07:22:00Z,16201.96,RTGS,2635,1920,7,4,False,False,0,0
TXN_000542,2024-05-27T12:38:00Z,12006.46,RTGS,662,380,0,8,False,False,0,0
TXN_001263,2024-11-18T08:25:00Z,648.56,NEFT,568,612,6,1,False,False,0,0
TXN_001420,2024-08-08T18:05:00Z,2196.9,NEFT,1835,1691,6,5,False,False,1,0
TXN_000329,2024-05-03T11:43:00Z,301.11,IMPS,159,2648,2,5,False,True,1,0
TXN_001536,2024-06-07T20:34:00Z,1285.77,RTGS,2576,2347,3,7,False,False,0,0
TXN_001333,2024-03-19T16:00:00Z,3876.9,UPI,670,616,6,8,False,False,0,0
TXN_000199,2024-10-27T19:43:00Z,3058.58,NEFT,3300,1579,3,6,False,False,0,0
TXN_000935,2024-07-09T09:16:00Z,4812.47,NEFT,2437,2245,7,9,True,False,0,0
TXN_000099,2024-02-10T10:24:00Z,4844.01,RTGS,432,1869,2,5,False,False,1,0
TXN_001047,2024-03-08T21:50:00Z,1998.45,NEFT,3136,151,7,1,False,True,0,0
TXN_001950,2024-10-11T20:17:00Z,2868.77,NEFT,2433,3044,31,5,False,False,0,1
TXN_000830,2024-06-09T09:21:00Z,946.7,NEFT,1553,3019,5,1,False,False,1,0
TXN_001624,2024-10-06T07:25:00Z,1507.29,IMPS,3597,2984,5,4,False,False,1,0
TXN_000674,2024-03-17T08:55:00Z,4050.21,RTGS,2287,180,2,4,False,False,0,0
TXN_001212,2024-09-05T12:59:00Z,61820.02,NEFT,1831,2896,3,1,False,False,0,0
TXN_000704,2024-07-02T11:36:00Z,1313.76,NEFT,1653,1991,6,4,False,False,1,0
TXN_001531,2024-02-14T08:57:00Z,1863.25,IMPS,1827,3599,4,4,False,False,0,0
TXN_001278,2024-07-26T09:56:00Z,4535.05,UPI,1941,2150,7,2,False,False,0,0
TXN_001342,2024-07-16T08:38:00Z,509.42,IMPS,2420,2750,0,8,False,False,1,0
TXN_001218,2024-01-18T13:54:00Z,40230.27,UPI,419,1079,1,2,False,False,0,0
TXN_000914,2024-09-11T14:02:00Z,3326.94,NEFT,2069,1931,5,4,False,False,1,0
TXN_000848,2024-04-11T20:03:00Z,21073.0,IMPS,2577,3082,2,6,False,False,0,0
TXN_000219,2024-02-05T22:24:00Z,892.37,IMPS,658,701,3,5,False,False,0,0
TXN_001089,2024-05-25T15:06:00Z,119153.92,RTGS,1828,2288,3,8,False,False,0,0
TXN_000515,2024-04-03T06:09:00Z,7708.89,NEFT,536,1371,6,2,False,False,1,0
TXN_000855,2024-10-12T13:15:00Z,5228.43,UPI,1056,444,1,4,False,False,1,0
TXN_001779,2024-03-21T16:42:00Z,6908.52,UPI,988,1591,4,3,False,False,0,0
TXN_001293,2024-12-26T20:01:00Z,434.9,IMPS,1144,2223,7,8,False,False,0,0
TXN_000049,2024-02-12T19:43:00Z,7646.69,UPI,2668,1545,7,7,False,False,1,0
TXN_000463,2024-11-27T13:10:00Z,13225.81,RTGS,1056,1630,2,7,False,False,1,0
TXN_001105,2024-02-13T20:27:00Z,16828.41,NEFT,2331,1372,0,9,False,False,0,0
TXN_000444,2024-03-09T12:21:00Z,3278.31,NEFT,3226,2950,2,9,False,False,1,0
TXN_000128,2024-06-13T14:31:00Z,8075.18,RTGS,1603,1338,1,4,False,False,0,0
TXN_000491,2024-12-13T12:36:00Z,5346.31,NEFT,2512,170,1,6,False,False,0,0
TXN_001745,2024-08-20T20:07:00Z,937.92,NEFT,1856,2397,3,8,False,False,0,0
TXN_001315,2024-11-30T06:09:00Z,4688.06,NEFT,52,68,5,9,False,False,1,0
TXN_000297,2024-01-25T16:35:00Z,3139.78,UPI,401,1257,4,6,False,False,1,0
TXN_000484,2024-04-21T16:03:00Z,16993.25,UPI,814,982,6,5,False,True,1,0
TXN_001478,2024-02-19T17:29:00Z,6591.94,RTGS,1344,177,3,9,False,False,1,0
TXN_001025,2024-07-20T22:55:00Z,12700.0,NEFT,2817,1874,1,2,False,False,0,0
TXN_000521,2024-05-21T10:33:00Z,3311.43,IMPS,1492,1907,7,5,False,False,0,0
TXN_000730,2024-01-12T12:53:00Z,2936.14,RTGS,3217,2997,1,6,False,False,0,0
TXN_001016,2024-09-15T07:00:00Z,297.65,RTGS,3466,2031,4,5,True,False,0,0
TXN_000595,2024-11-26T07:55:00Z,4168.57,IMPS,305,176,7,5,False,False,1,0
TXN_000941,2024-03-20T19:36:00Z,3123.34,IMPS,933,2913,3,5,False,False,0,0
TXN_001843,2024-06-11T08:50:00Z,2953.28,IMPS,2219,482,2,6,False,False,1,0
TXN_001856,2024-04-28T08:55:00Z,19323.58,NEFT,3201,1383,3,6,False,False,1,0
TXN_001169,2024-08-12T09:04:00Z,1500.02,NEFT,3151,2994,6,8,False,False,1,0
TXN_000104,2024-12-29T19:51:00Z,4982.77,UPI,3356,2046,3,9,False,False,1,0
TXN_001455,2024-08-28T07:15:00Z,856.83,RTGS,1960,1675,3,9,False,False,1,0
TXN_001209,2024-10-26T16:01:00Z,1885.28,NEFT,3378,2427,0,5,False,False,0,0
TXN_001316,2024-12-16T17:47:00Z,15426.56,IMPS,3363,368,1,4,False,False,0,0
TXN_001876,2024-07-02T13:29:00Z,394.47,UPI,1489,363,0,5,True,False,1,0
TXN_000549,2024-05-20T12:25:00Z,2824.34,RTGS,178,1907,6,5,False,False,1,0
TXN_001811,2024-10-13T22:15:00Z,2023.77,RTGS,1105,2254,7,7,False,False,1,0
TXN_001829,2024-06-04T12:46:00Z,8021.08,UPI,2307,1681,1,5,False,False,0,0
TXN_000754,2024-01-17T08:12:00Z,10220.56,RTGS,960,2197,7,4,False,False,1,0
TXN_001320,2024-09-12T17:02:00Z,15493.28,IMPS,1870,2745,0,8,False,False,1,0
TXN_001608,2024-08-15T12:23:00Z,1503.71,UPI,3163,1701,4,7,False,False,0,0
TXN_000092,2024-07-02T18:32:00Z,3259.05,IMPS,3277,1428,1,6,False,False,0,0
TXN_001196,2024-02-28T12:52:00Z,8317.24,RTGS,541,2880,2,1,False,False,0,0
TXN_000967,2024-08-17T11:21:00Z,650.78,RTGS,995,3143,4,9,True,False,1,0
TXN_001295,2024-01-09T16:26:00Z,164.78,UPI,1028,2417,2,5,False,False,1,0
TXN_001565,2024-03-22T16:44:00Z,5382.04,IMPS,1633,1266,7,6,False,True,1,0
TXN_001454,2024-02-07T18:30:00Z,3142.56,RTGS,478,3573,6,6,False,False,1,0
TXN_001289,2024-03-08T06:25:00Z,10768.58,NEFT,3299,2019,2,4,False,False,0,0
TXN_000192,2024-11-13T21:58:00Z,20313.42,NEFT,207,1316,1,9,False,False,0,0
TXN_000859,2024-04-09T13:15:00Z,1243.55,NEFT,2697,1738,0,7,False,False,1,0
TXN_001138,2024-07-27T19:42:00Z,6542.18,RTGS,557,1297,5,8,False,False,1,0
TXN_000676,2024-11-29T11:43:00Z,1660.86,IMPS,2134,1602,3,4,False,False,0,0
TXN_000744,2024-12-09T14:36:00Z,10394.5,NEFT,2893,1031,4,6,False,False,0,0
TXN_000035,2024-10-25T20:57:00Z,1204.86,UPI,1751,2181,2,2,False,False,1,0
TXN_001623,2024-05-01T14:23:00Z,3515.44,UPI,1676,230,0,7,False,False,0,0
TXN_000204,2024-05-22T08:16:00Z,2345.96,IMPS,490,2589,4,8,False,False,1,0
TXN_001130,2024-01-02T12:53:00Z,32175.04,NEFT,1936,75,1,2,False,True,1,0
TXN_001257,2024-07-11T17:15:00Z,346.35,UPI,767,3440,2,3,False,False,0,0
TXN_000009,2024-08-31T13:39:00Z,652.33,IMPS,316,2799,4,6,False,False,1,0
TXN_000334,2024-08-28T21:56:00Z,3002.98,RTGS,2355,3217,3,7,False,True,0,0
TXN_000466,2024-11-24T20:24:00Z,21462.73,IMPS,32,2242,5,9,False,False,1,0
TXN_000062,2024-03-31T08:56:00Z,3257.31,IMPS,2122,1975,5,3,False,False,1,0
TXN_001202,2024-02-03T13:17:00Z,6279.22,IMPS,2059,3199,2,3,False,False,0,0
TXN_000660,2024-09-02T12:42:00Z,7976.9,NEFT,605,262,3,6,False,True,0,0
TXN_000352,2024-12-28T18:34:00Z,8537.83,IMPS,1083,3029,7,4,False,False,1,0
TXN_001110,2024-12-02T17:21:00Z,1048.86,UPI,1878,1134,5,7,True,True,0,0
TXN_000635,2024-08-23T06:15:00Z,4444.46,IMPS,90,1646,7,1,False,False,0,0
TXN_000742,2024-11-05T20:19:00Z,4612.15,UPI,3585,2190,5,3,False,False,1,0
TXN_000983,2024-02-16T19:28:00Z,1269.21,UPI,3328,974,1,1,False,False,1,0
TXN_000644,2024-10-27T08:09:00Z,4623.86,IMPS,1568,2371,2,7,False,False,0,0
TXN_001604,2024-07-24T13:10:00Z,619.15,UPI,341,3477,5,9,False,False,1,0
TXN_001593,2024-03-12T06:25:00Z,9219.48,UPI,1085,422,4,2,False,False,1,0
TXN_001188,2024-11-14T11:36:00Z,7822.28,UPI,541,1953,7,6,False,False,1,0
TXN_001545,2024-03-28T16:53:00Z,17970.78,RTGS,2401,1823,7,7,False,False,0,0
TXN_000457,2024-12-25T21:26:00Z,22288.36,UPI,576,2064,7,3,False,True,1,0
TXN_000594,2024-03-17T11:58:00Z,7502.23,RTGS,577,2179,1,4,False,False,1,0
TXN_000478,2024-06-11T10:48:00Z,1416.65,UPI,2947,1730,0,3,False,False,0,0
TXN_001448,2024-02-21T20:22:00Z,2017.54,NEFT,1085,111,1,7,False,False,1,0
TXN_000273,2024-06-11T12:57:00Z,6649.02,NEFT,2903,1247,0,9,True,False,0,0
TXN_001872,2024-09-09T07:20:00Z,4816.16,RTGS,2589,1492,2,7,False,False,0,0
TXN_000995,2024-04-10T13:21:00Z,3662.56,IMPS,1943,1850,2,9,False,False,0,0
TXN_001837,2024-11-01T14:52:00Z,3278.33,IMPS,884,3637,0,9,False,False,0,0
TXN_000347,2024-01-12T14:06:00Z,55534.94,UPI,2939,871,6,6,False,False,1,0
TXN_000738,2024-01-15T16:33:00Z,14953.07,UPI,3547,2597,4,7,False,False,1,0
TXN_001052,2024-05-09T22:11:00Z,23565.58,RTGS,3030,96,4,2,False,False,0,0
TXN_001432,2024-07-31T13:48:00Z,24818.46,UPI,150,1646,2,2,False,False,0,0
TXN_000166,2024-07-10T06:21:00Z,7023.47,RTGS,2239,1545,1,8,False,True,1,0
TXN_000150,2024-02-26T08:25:00Z,2403.53,UPI,1842,1098,5,8,False,False,1,0
TXN_001485,2024-11-18T06:08:00Z,3139.02,NEFT,2438,290,2,7,False,False,1,0
TXN_001610,2024-03-13T13:25:00Z,352.14,IMPS,634,3502,5,9,False,False,0,0
TXN_000670,2024-04-22T14:36:00Z,20664.66,IMPS,3272,2807,1,6,False,False,1,0
TXN_000876,2024-08-10T16:44:00Z,4142.36,IMPS,1764,2719,2,6,False,False,0,0
TXN_001514,2024-10-12T11:15:00Z,7869.39,NEFT,2586,2484,1,5,False,False,0,0
TXN_001619,2024-05-01T19:32:00Z,18479.62,IMPS,417,2960,5,9,False,False,1,0
TXN_000758,2024-03-01T20:44:00Z,8056.44,UPI,478,2145,7,7,False,False,1,0
TXN_001813,2024-04-05T09:18:00Z,6021.44,RTGS,331,503,2,7,False,False,0,0
TXN_001947,2024-04-25T03:27:00Z,121667.85,UPI,969,229,7,8,False,False,0,1
TXN_000672,2024-08-21T08:58:00Z,17464.61,RTGS,1556,1799,4,7,False,False,0,0
TXN_000812,2024-05-19T16:08:00Z,1645.79,NEFT,745,2011,6,3,False,False,1,0
TXN_000809,2024-08-16T17:39:00Z,1219.78,IMPS,418,3129,0,2,True,False,1,0
TXN_000025,2024-11-21T20:13:00Z,6925.68,RTGS,1729,1173,0,7,False,False,1,0
TXN_001285,2024-10-04T12:35:00Z,880.37,IMPS,1943,305,6,7,False,False,0,0
TXN_001288,2024-08-07T10:08:00Z,5724.37,IMPS,3131,2656,6,5,False,False,0,0
TXN_001302,2024-09-03T09:54:00Z,399.69,RTGS,467,1078,0,8,False,False,0,0
TXN_000149,2024-02-20T21:35:00Z,5293.84,RTGS,1753,3233,1,6,False,False,1,0
TXN_000146,2024-06-17T10:35:00Z,4087.05,IMPS,822,2409,6,3,False,True,1,0
TXN_001543,2024-03-10T16:47:00Z,3826.41,UPI,274,1453,6,1,True,True,0,0
TXN_001222,2024-02-16T18:59:00Z,1284.72,RTGS,2231,1421,6,5,False,False,1,0
TXN_001785,2024-06-25T08:12:00Z,26288.96,UPI,1761,3508,6,4,False,False,1,0
TXN_000408,2024-04-26T21:22:00Z,2744.97,RTGS,1513,2387,1,2,False,True,1,0
TXN_000547,2024-11-30T16:29:00Z,30045.36,NEFT,2266,3026,7,7,False,False,0,0
TXN_000546,2024-08-03T11:39:00Z,1797.9,IMPS,1137,1165,7,7,False,False,0,0
TXN_000862,2024-11-26T06:47:00Z,9512.06,IMPS,923,1560,2,7,False,False,1,0
TXN_001524,2024-09-05T14:25:00Z,5522.2,NEFT,1078,2498,6,1,False,False,1,0
TXN_001078,2024-06-14T09:44:00Z,234.23,UPI,2561,1836,0,7,False,False,0,0
TXN_001134,2024-06-28T22:24:00Z,4137.1,UPI,3049,164,6,3,False,False,1,0
TXN_000082,2024-02-26T22:17:00Z,43719.9,RTGS,2744,2335,2,1,True,False,0,0
TXN_001802,2024-11-11T21:07:00Z,6995.99,UPI,3624,2213,6,3,True,True,1,0
TXN_000455,2024-10-14T07:42:00Z,37237.2,UPI,1055,3145,3,4,False,False,0,0
TXN_001356,2024-12-29T17:37:00Z,3681.78,RTGS,2388,3275,6,3,False,False,0,0
TXN_000787,2024-02-08T15:33:00Z,5653.96,NEFT,2296,986,4,6,False,False,1,0
TXN_001491,2024-04-24T18:21:00Z,2277.16,UPI,3426,361,2,8,False,False,1,0
TXN_001563,2024-09-01T13:45:00Z,943.67,NEFT,1121,1284,2,3,False,False,1,0
TXN_000027,2024-03-06T18:22:00Z,1301.85,NEFT,1045,1153,7,7,False,False,0,0
TXN_001394,2024-11-04T19:38:00Z,3855.19,RTGS,2329,513,1,3,False,False,0,0
TXN_001275,2024-03-22T22:30:00Z,2168.61,RTGS,1259,3121,0,3,False,False,1,0
TXN_000814,2024-07-22T22:24:00Z,6072.65,IMPS,1429,2444,1,5,True,True,1,0
TXN_001048,2024-12-14T15:07:00Z,6587.13,UPI,2843,168,7,5,False,True,1,0
TXN_001805,2024-12-25T06:59:00Z,9277.42,RTGS,662,1373,2,3,False,False,1,0
TXN_000355,2024-06-28T09:33:00Z,3882.37,RTGS,2228,283,5,6,False,False,1,0
TXN_001190,2024-06-30T19:41:00Z,12689.32,RTGS,2648,1428,3,4,False,False,0,0
TXN_001964,2024-06-03T21:46:00Z,14558.82,NEFT,363,871,23,9,False,False,0,1
TXN_001112,2024-05-31T07:53:00Z,9032.0,RTGS,651,2571,7,5,False,False,0,0
TXN_001441,2024-01-29T07:56:00Z,11077.92,IMPS,3179,471,7,7,False,False,0,0
TXN_000760,2024-08-14T06:36:00Z,4451.03,RTGS,2022,1189,7,9,False,False,1,0
TXN_001808,2024-12-20T16:37:00Z,12631.22,RTGS,1560,759,1,1,False,True,0,0
TXN_001206,2024-05-14T09:36:00Z,1239.66,IMPS,2188,2614,5,2,False,False,0,0
TXN_001515,2024-09-13T18:49:00Z,1010.19,IMPS,1926,2490,7,8,False,False,0,0
TXN_000702,2024-05-30T20:22:00Z,5197.6,RTGS,2119,3393,5,7,False,False,0,0
TXN_001174,2024-12-28T18:52:00Z,5020.92,UPI,2641,1919,7,5,False,True,0,0
TXN_001895,2024-05-31T17:43:00Z,1585.43,RTGS,1040,2243,3,2,False,False,1,0
TXN_000171,2024-05-29T17:26:00Z,5332.55,IMPS,1402,3384,6,9,False,False,0,0
TXN_000013,2024-02-25T21:29:00Z,10921.21,NEFT,631,1409,1,3,False,False,1,0
TXN_001063,2024-12-11T17:50:00Z,1672.16,NEFT,996,370,2,8,False,False,0,0
TXN_001085,2024-08-15T09:18:00Z,57666.03,RTGS,2318,807,6,3,False,False,1,0
TXN_001549,2024-10-31T12:34:00Z,8435.74,IMPS,3465,2067,1,6,False,False,1,0
TXN_001027,2024-10-30T09:45:00Z,2244.34,RTGS,1570,739,4,8,False,False,1,0
TXN_000551,2024-09-15T18:10:00Z,4030.63,RTGS,31,1944,6,1,False,False,0,0
TXN_000243,2024-06-28T21:57:00Z,1279.57,NEFT,3645,2699,0,1,False,False,1,0
TXN_000358,2024-09-27T10:40:00Z,4670.77,IMPS,1880,630,7,4,False,False,0,0
TXN_001935,2024-02-23T13:39:00Z,6113.98,IMPS,2550,3396,5,9,False,False,0,0
TXN_001359,2024-10-20T13:15:00Z,11717.09,NEFT,3027,2590,5,7,False,False,1,0
TXN_000669,2024-06-07T19:25:00Z,1549.22,IMPS,1899,122,0,1,False,True,1,0
TXN_001044,2024-01-02T07:16:00Z,5117.04,RTGS,1066,1672,1,1,False,False,1,0
TXN_000687,2024-12-08T14:30:00Z,1827.75,UPI,2246,2378,2,7,False,False,0,0
TXN_001192,2024-05-30T16:14:00Z,4900.98,IMPS,2586,1774,4,6,False,False,0,0
TXN_001561,2024-09-17T09:04:00Z,2820.82,NEFT,3018,3625,3,3,False,False,1,0
TXN_000533,2024-03-28T13:18:00Z,1007.77,NEFT,268,1822,6,2,False,False,0,0
TXN_000943,2024-09-29T08:12:00Z,2412.73,IMPS,3573,1217,3,5,False,False,0,0
TXN_001510,2024-09-25T13:09:00Z,6479.78,IMPS,3370,1221,1,8,False,False,0,0
TXN_000330,2024-05-17T08:11:00Z,61590.42,RTGS,3447,1411,4,9,False,False,0,0
TXN_001924,2024-07-29T19:27:00Z,9940.94,RTGS,202,2510,3,8,False,False,1,0
TXN_000557,2024-06-25T11:29:00Z,12155.93,RTGS,2390,406,7,2,False,False,0,0
TXN_000629,2024-05-02T19:42:00Z,5525.41,RTGS,245,2220,6,4,False,False,0,0
TXN_000102,2024-01-08T08:55:00Z,5941.65,RTGS,711,2985,0,2,False,False,0,0
TXN_000263,2024-12-19T21:07:00Z,13897.58,NEFT,3541,662,3,2,False,False,1,0
TXN_001378,2024-10-11T09:40:00Z,687.78,RTGS,822,3271,6,4,False,False,0,0
TXN_001308,2024-01-10T18:50:00Z,4009.28,NEFT,646,1535,3,1,False,False,1,0
TXN_001848,2024-08-23T15:20:00Z,879.43,NEFT,2374,1997,4,9,False,False,0,0
TXN_000949,2024-08-30T13:56:00Z,3276.71,UPI,122,1150,3,7,False,False,0,0
TXN_001985,2024-11-21T08:25:00Z,2801.55,UPI,977,2416,28,9,False,False,1,1
TXN_001706,2024-04-14T06:09:00Z,8989.44,NEFT,491,1629,7,6,False,False,0,0
TXN_000769,2024-09-15T17:40:00Z,526.54,NEFT,3184,347,3,9,False,False,0,0
TXN_001672,2024-02-26T13:58:00Z,3188.68,UPI,1727,3600,1,3,False,False,0,0
TXN_000065,2024-01-14T21:17:00Z,50245.56,IMPS,565,846,0,6,False,False,1,0
TXN_001312,2024-09-15T21:03:00Z,9265.49,NEFT,32,1152,6,3,False,True,0,0
TXN_001796,2024-06-07T19:22:00Z,20041.58,IMPS,2747,1215,4,6,False,False,0,0
TXN_000131,2024-10-25T08:49:00Z,621.32,NEFT,3067,583,6,9,False,True,1,0
TXN_000633,2024-07-17T09:28:00Z,30437.47,IMPS,1496,266,7,9,False,False,0,0
TXN_001311,2024-08-28T22:14:00Z,6019.28,NEFT,635,1841,0,2,False,True,0,0
TXN_000239,2024-04-22T09:45:00Z,1940.28,UPI,2384,3323,0,3,False,False,0,0
TXN_001243,2024-11-01T15:21:00Z,5491.69,UPI,83,2118,0,4,False,False,1,0
TXN_000113,2024-05-24T17:09:00Z,6821.57,NEFT,1331,3510,2,2,False,False,1,0
TXN_000317,2024-08-07T09:34:00Z,16311.23,UPI,3530,3098,0,3,False,True,0,0
TXN_001928,2024-08-27T17:46:00Z,13454.61,NEFT,2302,3112,7,4,False,False,1,0
TXN_000884,2024-08-04T19:12:00Z,1724.91,NEFT,2304,368,0,1,True,False,0,0
TXN_000236,2024-07-11T08:49:00Z,2604.18,UPI,2833,164,5,4,False,False,1,0
TXN_001096,2024-07-28T14:40:00Z,411.06,RTGS,244,147,7,2,False,False,1,0
TXN_000304,2024-06-27T17:25:00Z,1348.74,RTGS,1257,2580,5,3,False,False,0,0
TXN_000768,2024-10-30T11:44:00Z,15147.62,UPI,3200,3077,1,9,False,True,1,0
TXN_000155,2024-08-26T11:44:00Z,4367.15,RTGS,125,561,0,8,False,False,0,0
TXN_001131,2024-01-07T21:51:00Z,2899.61,RTGS,3219,2197,3,7,False,False,1,0
TXN_001633,2024-04-10T15:36:00Z,1108.87,NEFT,1084,2011,1,7,False,False,0,0
TXN_000988,2024-06-27T18:11:00Z,1017.47,NEFT,614,1150,4,9,False,False,1,0
TXN_000164,2024-06-22T21:03:00Z,50038.71,IMPS,2150,1709,1,3,False,True,1,0
TXN_001795,2024-07-25T17:55:00Z,4861.24,UPI,664,2432,1,2,False,False,0,0
TXN_001309,2024-03-18T19:54:00Z,6467.68,UPI,1907,790,4,5,False,False,0,0
TXN_001210,2024-10-27T09:35:00Z,42339.5,UPI,1433,753,4,3,False,False,1,0
TXN_000140,2024-10-01T20:14:00Z,1443.38,UPI,498,3183,2,7,False,False,0,0
TXN_000169,2024-03-03T21:48:00Z,1186.84,RTGS,1951,1817,2,9,False,False,1,0
TXN_000023,2024-05-15T15:18:00Z,13442.64,RTGS,3516,1178,1,9,False,False,1,0
TXN_000643,2024-04-19T07:02:00Z,35021.25,NEFT,667,1232,5,8,False,True,1,0
TXN_000866,2024-11-24T06:56:00Z,1871.7,NEFT,2161,3247,4,7,False,False,1,0
TXN_000066,2024-08-02T17:39:00Z,10332.04,UPI,2880,1270,4,2,False,False,0,0
TXN_001526,2024-10-03T06:09:00Z,67645.16,NEFT,2919,2835,6,5,False,False,1,0
TXN_001291,2024-10-02T13:35:00Z,9284.22,RTGS,1592,2247,4,8,False,False,0,0
TXN_000184,2024-05-11T16:25:00Z,8212.03,IMPS,159,770,4,4,False,True,1,0
TXN_001401,2024-05-07T22:10:00Z,3590.88,NEFT,285,1907,3,9,False,False,1,0
TXN_000506,2024-02-17T10:00:00Z,1923.4,UPI,1160,1863,1,3,False,False,0,0
TXN_000398,2024-03-16T08:36:00Z,2268.0,RTGS,3005,537,2,9,False,False,1,0
TXN_000966,2024-10-02T06:53:00Z,14057.19,RTGS,2008,788,0,7,False,False,1,0
TXN_001116,2024-07-25T15:25:00Z,10860.92,UPI,2452,443,3,4,False,True,0,0
TXN_001207,2024-08-30T17:07:00Z,57347.69,NEFT,2080,488,2,8,False,True,1,0
TXN_001058,2024-12-19T21:39:00Z,481.34,IMPS,3239,153,0,6,False,False,1,0
TXN_000838,2024-08-22T22:07:00Z,15428.38,IMPS,2942,3413,5,7,False,False,0,0
TXN_001658,2024-09-14T09:12:00Z,3491.73,NEFT,2190,1379,5,4,False,False,1,0
TXN_000370,2024-07-21T17:30:00Z,5641.59,NEFT,519,1752,0,8,False,False,0,0
TXN_001881,2024-10-20T06:33:00Z,18770.7,IMPS,1101,3322,7,1,False,False,1,0
TXN_000829,2024-06-26T20:09:00Z,57651.72,IMPS,1729,1600,3,9,False,False,1,0
TXN_000507,2024-08-17T19:37:00Z,15095.18,RTGS,3421,2085,6,2,False,True,1,0
TXN_000482,2024-07-03T22:37:00Z,3288.15,NEFT,1662,564,6,4,False,False,1,0
TXN_000820,2024-04-20T06:55:00Z,1517.39,UPI,2063,3363,2,2,False,False,1,0
