transaction_id,timestamp,amount,transaction_type,sender_account_age_days,receiver_account_age_days,sender_tx_count_24h,receiver_unique_senders_24h,device_changed,location_changed,failed_login_attempts,is_fraud
TXN_100089,2024-06-29T07:28:00Z,33027.17,IMPS,911,2478,4,6,False,False,0,0
TXN_101237,2024-10-14T19:38:00Z,3046.91,IMPS,3354,3074,1,8,False,False,0,0
TXN_101507,2024-05-13T19:15:00Z,8651.91,IMPS,270,1551,4,5,False,False,1,0
TXN_101918,2024-05-13T19:51:00Z,9498.0,UPI,3264,2986,4,4,False,False,1,0
TXN_102716,2024-07-25T11:42:00Z,1573.35,IMPS,3457,1749,1,8,False,False,1,0
TXN_102362,2024-04-23T07:36:00Z,10148.48,RTGS,2879,2286,0,7,False,False,0,0
TXN_100615,2024-03-19T07:41:00Z,611.49,NEFT,2532,267,6,7,False,False,0,0
TXN_100084,2024-04-26T07:26:00Z,3764.44,IMPS,1160,1496,1,4,False,False,0,0
TXN_101560,2024-07-10T15:35:00Z,6758.41,NEFT,2341,3264,0,3,False,False,1,0
TXN_102291,2024-12-23T14:53:00Z,12928.82,UPI,2931,2513,1,9,False,False,1,0
TXN_101797,2024-07-14T15:03:00Z,9682.86,NEFT,781,483,0,5,False,False,1,0
TXN_101641,2024-02-01T21:50:00Z,2791.95,UPI,2856,1273,3,8,False,True,1,0
TXN_102780,2024-06-19T18:06:00Z,4086.33,UPI,1057,257,1,8,False,False,0,0
TXN_102422,2024-01-19T13:33:00Z,12713.72,RTGS,565,3484,4,3,True,False,1,0
TXN_101829,2024-10-12T19:32:00Z,21239.25,IMPS,1837,1466,1,7,False,False,0,0
TXN_102365,2024-02-17T18:50:00Z,8234.58,NEFT,3413,1988,0,3,False,False,1,0
TXN_102652,2024-07-13T06:32:00Z,50158.56,UPI,2381,1635,1,6,False,False,1,0
TXN_102509,2024-11-28T10:09:00Z,10423.84,IMPS,3349,1567,0,3,False,False,0,0
TXN_101333,2024-08-21T14:28:00Z,2317.58,NEFT,1578,69,7,1,False,False,0,0
TXN_101934,2024-07-23T07:58:00Z,5033.72,RTGS,998,2230,4,5,False,False,0,0
TXN_100602,2024-09-02T14:17:00Z,2361.31,NEFT,2159,861,2,3,False,False,1,0
TXN_102089,2024-09-23T09:53:00Z,7863.2,UPI,2230,314,6,1,False,False,1,0
TXN_100758,2024-11-02T19:54:00Z,3574.57,NEFT,2327,2877,2,9,False,True,0,0
TXN_101912,2024-01-11T20:13:00Z,1261.98,UPI,2592,3624,4,6,False,False,1,0
TXN_102353,2024-07-15T07:00:00Z,7330.53,IMPS,404,3322,5,3,False,False,1,0
TXN_102145,2024-11-29T17:46:00Z,7658.63,UPI,383,2726,5,2,False,False,0,0
TXN_100493,2024-10-27T12:17:00Z,4744.82,NEFT,1661,322,5,1,False,False,1,0
TXN_100532,2024-09-20T08:06:00Z,19253.11,RTGS,601,1101,1,8,True,True,1,0
TXN_101029,2024-09-17T22:08:00Z,4684.61,IMPS,2277,2011,1,7,False,False,0,0
TXN_100253,2024-07-24T20:03:00Z,7106.7,UPI,1928,3271,2,1,False,False,0,0
TXN_102128,2024-10-27T18:30:00Z,1144.38,IMPS,2796,728,1,7,False,False,0,0
TXN_101986,2024-05-23T10:15:00Z,1392.94,IMPS,1084,1831,2,8,False,False,0,0
TXN_100414,2024-06-26T10:40:00Z,5598.56,NEFT,292,2274,4,8,False,False,0,0
TXN_100309,2024-03-03T12:09:00Z,17539.75,NEFT,2874,1274,5,9,False,False,0,0
TXN_100251,2024-07-05T10:15:00Z,24199.39,NEFT,2723,3414,0,6,False,False,1,0
TXN_101680,2024-07-29T21:20:00Z,15885.15,NEFT,2293,2619,0,7,False,False,1,0
TXN_102552,2024-08-22T17:53:00Z,5664.88,IMPS,1883,2412,2,4,False,False,1,0
TXN_102854,2024-10-08T07:08:00Z,964.1,IMPS,1397,3591,6,2,False,False,1,0
TXN_102592,2024-08-04T08:32:00Z,9471.35,RTGS,738,763,4,9,False,False,1,0
TXN_101763,2024-11-02T10:57:00Z,6604.27,IMPS,847,2029,0,8,False,True,0,0
TXN_101607,2024-07-12T07:15:00Z,2890.35,RTGS,1928,3267,2,7,False,False,1,0
TXN_100325,2024-01-05T11:34:00Z,7944.73,RTGS,1452,2778,7,7,False,False,1,0
TXN_102608,2024-04-07T13:45:00Z,23161.17,RTGS,350,3213,4,5,False,False,0,0
TXN_100392,2024-05-03T10:48:00Z,1727.93,UPI,2654,572,7,8,False,False,1,0
TXN_100709,2024-11-22T16:07:00Z,1932.85,UPI,1582,1824,3,5,False,False,1,0
TXN_101417,2024-01-26T11:30:00Z,30800.82,IMPS,1786,1881,6,4,False,False,0,0
TXN_100399,2024-04-10T16:29:00Z,793.72,IMPS,2165,518,1,3,False,False,0,0
TXN_102896,2024-11-09T16:51:00Z,1293.94,NEFT,599,1953,2,3,False,False,0,0
TXN_102533,2024-11-17T09:17:00Z,1769.14,RTGS,523,695,5,4,False,True,0,0
TXN_102487,2024-03-10T16:58:00Z,11439.78,IMPS,1614,2896,5,9,False,False,1,0
TXN_100738,2024-07-22T21:25:00Z,3640.18,UPI,584,3450,1,6,False,False,0,0
TXN_102476,2024-02-16T08:06:00Z,2560.23,NEFT,2616,1968,2,4,False,False,1,0
TXN_101189,2024-04-06T16:12:00Z,27278.75,UPI,504,2758,3,5,False,True,1,0
TXN_101466,2024-08-08T22:12:00Z,1446.28,UPI,2200,2814,2,5,True,False,1,0
TXN_101426,2024-01-20T07:27:00Z,5330.43,UPI,1677,2243,5,5,False,True,1,0
TXN_102127,2024-12-13T21:30:00Z,1428.63,UPI,657,590,7,1,False,False,0,0
TXN_101067,2024-06-21T11:52:00Z,4055.2,UPI,1988,2879,7,3,False,False,1,0
TXN_102250,2024-03-30T18:42:00Z,33507.01,RTGS,1940,2985,1,2,False,False,0,0
TXN_102140,2024-04-29T17:19:00Z,345.19,RTGS,1904,2488,1,8,False,False,0,0
TXN_102244,2024-09-14T13:08:00Z,8866.7,RTGS,1885,2805,0,7,True,False,0,0
TXN_102271,2024-04-01T20:53:00Z,25078.95,NEFT,2168,82,2,7,False,False,1,0
TXN_100896,2024-12-28T14:15:00Z,10365.91,UPI,2148,1733,3,7,False,False,0,0
TXN_101440,2024-05-18T17:42:00Z,959.2,UPI,2004,730,2,5,False,False,0,0
TXN_100950,2024-01-08T09:35:00Z,3282.91,RTGS,981,3318,0,9,False,False,0,0
TXN_101382,2024-12-18T09:00:00Z,2015.47,NEFT,3037,2378,6,3,False,False,1,0
TXN_102643,2024-02-06T14:03:00Z,13144.1,NEFT,1678,861,1,5,False,False,1,0
TXN_100887,2024-08-14T22:33:00Z,25158.21,UPI,818,1346,2,8,False,False,0,0
TXN_101782,2024-10-01T10:39:00Z,2983.48,RTGS,57,3376,3,2,False,False,0,0
TXN_101842,2024-03-09T20:30:00Z,10527.19,UPI,1367,2063,4,2,False,False,1,0
TXN_101060,2024-09-16T06:04:00Z,1581.9,RTGS,565,3596,7,8,False,False,1,0
TXN_101664,2024-04-30T17:04:00Z,3180.92,RTGS,3511,2583,7,3,False,False,0,0
TXN_101993,2024-05-19T19:46:00Z,1984.01,NEFT,1393,274,4,3,False,False,0,0
TXN_101545,2024-09-10T12:56:00Z,4692.68,IMPS,2192,551,2,3,False,False,1,0
TXN_103000,2024-09-29T17:34:00Z,20990.23,RTGS,2651,924,22,9,False,False,0,1
TXN_102064,2024-08-22T10:16:00Z,5287.26,IMPS,483,901,5,9,False,False,0,0
TXN_100232,2024-12-18T07:46:00Z,31384.36,IMPS,3559,1614,2,6,False,False,0,0
TXN_101351,2024-09-16T09:45:00Z,1307.55,NEFT,2086,3631,5,1,False,False,1,0
TXN_102038,2024-08-30T11:27:00Z,2319.57,RTGS,1771,307,4,9,True,False,0,0
TXN_101455,2024-02-19T07:22:00Z,2491.42,IMPS,143,3399,4,8,False,False,1,0
TXN_100907,2024-12-08T17:42:00Z,1856.74,IMPS,2832,2657,5,4,False,False,0,0
TXN_102055,2024-04-06T17:12:00Z,1477.88,IMPS,1446,2028,3,4,False,False,1,0
TXN_100022,2024-07-25T09:30:00Z,18766.35,RTGS,2474,1731,4,3,False,False,0,0
TXN_102836,2024-12-05T19:21:00Z,1851.42,UPI,3468,1107,0,8,False,False,1,0
TXN_102423,2024-11-17T07:50:00Z,17343.08,RTGS,504,2863,6,5,False,True,0,0
TXN_101837,2024-02-08T22:39:00Z,3897.65,UPI,2483,490,5,9,False,True,1,0
TXN_100086,2024-10-01T18:31:00Z,18205.2,NEFT,2605,405,4,5,True,False,0,0
TXN_100287,2024-12-11T10:51:00Z,2272.94,IMPS,721,1510,4,4,False,False,1,0
TXN_102732,2024-05-07T09:38:00Z,3323.83,NEFT,379,1428,5,7,True,True,1,0
TXN_102493,2024-12-26T09:07:00Z,16494.27,NEFT,2726,2750,0,2,False,False,0,0
TXN_101184,2024-04-07T12:02:00Z,5997.76,NEFT,166,1860,0,2,False,True,0,0
TXN_101636,2024-03-31T16:27:00Z,2349.54,UPI,2361,2291,2,4,False,False,1,0
TXN_102502,2024-05-07T15:25:00Z,7314.65,IMPS,1303,2346,7,5,False,False,0,0
TXN_102427,2024-07-21T08:22:00Z,2599.7,NEFT,2218,230,3,9,False,False,0,0
TXN_100935,2024-11-04T21:27:00Z,663.05,RTGS,2209,999,5,8,False,False,0,0
TXN_100097,2024-09-19T11:07:00Z,4528.65,UPI,2802,3533,7,1,False,False,1,0
TXN_100421,2024-01-12T13:59:00Z,61344.95,NEFT,645,3298,7,4,False,False,0,0
TXN_101715,2024-02-15T14:50:00Z,32327.83,RTGS,630,1804,4,3,True,False,1,0
TXN_102456,2024-03-25T07:21:00Z,4830.6,RTGS,1496,1561,6,9,False,False,0,0
TXN_101691,2024-07-02T14:46:00Z,644.78,IMPS,2435,3268,3,1,False,True,0,0
TXN_101473,2024-08-28T15:19:00Z,11987.9,NEFT,1174,1292,2,4,False,False,0,0
TXN_101795,2024-06-27T09:37:00Z,1766.17,RTGS,1578,3178,1,7,False,False,0,0
TXN_102855,2024-06-24T14:07:00Z,1547.69,UPI,1452,1649,3,8,False,False,0,0
TXN_102211,2024-10-02T10:57:00Z,3428.82,UPI,1780,1377,3,1,False,False,1,0
TXN_100680,2024-03-08T18:14:00Z,17005.61,IMPS,2152,3156,3,4,False,False,0,0
TXN_102090,2024-12-08T07:03:00Z,2809.23,NEFT,969,1073,4,1,True,True,0,0
TXN_101083,2024-06-24T06:24:00Z,29803.71,IMPS,2958,724,4,8,False,False,0,0
TXN_100912,2024-09-01T11:16:00Z,863.23,UPI,1017,1427,1,7,False,False,0,0
TXN_101523,2024-02-07T16:47:00Z,106393.71,NEFT,1165,1619,7,2,False,False,0,0
TXN_101919,2024-10-01T22:19:00Z,10251.65,RTGS,246,3481,4,4,False,False,0,0
TXN_102538,2024-05-04T11:27:00Z,4902.69,UPI,390,1972,7,7,False,False,0,0
TXN_102482,2024-11-20T07:31:00Z,8623.49,IMPS,879,1909,0,3,False,False,1,0
TXN_101088,2024-11-03T07:56:00Z,4319.38,NEFT,3103,3087,2,5,False,False,0,0
TXN_101870,2024-06-16T10:59:00Z,9791.1,RTGS,204,1366,7,5,True,False,1,0
TXN_101945,2024-10-09T08:38:00Z,5562.36,IMPS,3260,410,5,2,False,False,1,0
TXN_100110,2024-07-14T10:39:00Z,8159.31,UPI,438,794,6,4,False,False,0,0
TXN_101693,2024-01-06T14:16:00Z,4151.72,RTGS,1383,69,5,5,False,False,0,0
TXN_102726,2024-05-16T10:02:00Z,21722.23,NEFT,248,1224,5,9,True,False,0,0
TXN_102750,2024-12-20T20:16:00Z,1981.67,UPI,1961,383,0,9,False,False,1,0
TXN_102160,2024-04-05T16:16:00Z,3245.3,NEFT,1732,3251,2,8,False,False,1,0
TXN_101135,2024-09-04T17:09:00Z,9586.47,UPI,3173,1319,6,6,False,False,0,0
TXN_100856,2024-02-21T17:16:00Z,3715.35,UPI,1744,1061,5,8,False,False,1,0
TXN_100715,2024-03-01T16:23:00Z,2544.73,NEFT,2097,3462,4,3,True,False,0,0
TXN_101225,2024-10-03T19:13:00Z,11981.45,NEFT,3182,2846,0,5,False,False,1,0
TXN_101289,2024-07-12T10:47:00Z,13136.63,IMPS,1702,3354,1,8,False,False,1,0
TXN_101385,2024-05-17T18:56:00Z,3551.98,IMPS,865,3039,0,2,False,False,1,0
TXN_100328,2024-10-08T13:09:00Z,15468.08,UPI,2524,1764,0,8,False,False,1,0
TXN_102251,2024-05-04T06:14:00Z,1650.99,NEFT,1334,2706,2,7,False,False,0,0
TXN_101477,2024-11-01T07:44:00Z,10025.02,IMPS,1788,2837,4,8,False,False,0,0
TXN_102668,2024-05-25T12:56:00Z,27762.84,UPI,1217,933,6,5,False,False,0,0
TXN_101423,2024-03-23T16:26:00Z,10529.67,UPI,3576,1107,3,6,False,False,0,0
TXN_101907,2024-05-02T06:00:00Z,501.36,IMPS,3073,3417,5,4,False,False,0,0
TXN_100423,2024-11-22T12:25:00Z,15895.77,IMPS,1492,2851,1,1,False,True,1,0
TXN_102424,2024-08-19T06:38:00Z,7076.51,RTGS,1141,1994,6,4,False,False,0,0
TXN_102428,2024-07-17T17:24:00Z,361.64,IMPS,2798,872,7,7,False,False,1,0
TXN_102417,2024-01-20T11:34:00Z,4525.97,IMPS,760,2419,0,1,False,False,1,0
TXN_100074,2024-10-23T07:41:00Z,15372.33,UPI,3038,188,2,3,False,False,0,0
TXN_101413,2024-08-16T08:30:00Z,794.99,RTGS,467,1147,7,9,False,False,0,0
TXN_100634,2024-05-21T13:13:00Z,37874.45,NEFT,2165,3405,4,1,True,True,1,0
TXN_101922,2024-05-18T14:51:00Z,9439.99,NEFT,3279,55,7,1,False,True,1,0
TXN_102408,2024-07-22T18:52:00Z,6799.64,NEFT,286,318,3,7,False,False,1,0
TXN_101133,2024-04-23T19:39:00Z,5601.11,RTGS,709,1827,0,2,False,False,0,0
TXN_100478,2024-03-26T19:18:00Z,19211.58,IMPS,534,2921,5,6,False,False,1,0
TXN_101127,2024-01-03T15:12:00Z,952.43,UPI,617,1047,2,8,True,False,1,0
TXN_100256,2024-06-27T15:30:00Z,19426.77,NEFT,860,2107,3,8,False,False,1,0
TXN_102639,2024-08-19T17:44:00Z,526.3,NEFT,1664,111,7,3,False,False,1,0
TXN_101291,2024-02-23T13:50:00Z,24094.28,IMPS,556,3169,4,2,False,False,1,0
TXN_100525,2024-08-03T06:15:00Z,3757.7,IMPS,2445,1197,5,5,False,False,1,0
TXN_102320,2024-07-04T12:19:00Z,2094.24,RTGS,1423,2550,0,1,False,False,0,0
TXN_100835,2024-12-12T09:38:00Z,6652.31,RTGS,2402,1373,4,5,False,False,1,0
TXN_102599,2024-08-12T10:45:00Z,2635.01,NEFT,1868,1317,2,4,False,False,0,0
TXN_100923,2024-07-08T09:35:00Z,2956.47,RTGS,1752,3195,2,4,False,False,0,0
TXN_100527,2024-06-29T20:25:00Z,1471.39,NEFT,2222,2555,4,9,False,False,1,0
TXN_102174,2024-08-31T17:15:00Z,1684.26,RTGS,1887,1719,1,1,False,False,1,0
TXN_101014,2024-07-13T22:28:00Z,6839.01,NEFT,826,2755,1,5,False,False,1,0
TXN_101812,2024-08-07T14:58:00Z,4304.47,UPI,1316,1011,5,9,False,False,1,0
TXN_100895,2024-07-31T22:03:00Z,372.26,RTGS,3622,1167,3,6,False,False,0,0
TXN_100002,2024-09-28T11:14:00Z,4659.73,NEFT,437,3175,5,1,False,False,0,0
TXN_100643,2024-08-27T08:26:00Z,2108.54,RTGS,1338,3480,2,9,False,False,0,0
TXN_100650,2024-01-02T20:05:00Z,5131.5,UPI,2369,1316,7,6,False,False,0,0
TXN_102383,2024-02-18T22:55:00Z,484.4,IMPS,3357,1860,6,4,False,False,0,0
TXN_100458,2024-12-28T08:41:00Z,3171.89,RTGS,669,3536,4,3,False,False,1,0
TXN_102168,2024-04-17T13:19:00Z,30751.65,IMPS,1513,2655,4,1,False,False,0,0
TXN_102808,2024-08-24T20:58:00Z,24627.35,UPI,1443,2441,2,6,False,False,1,0
TXN_102040,2024-11-16T10:18:00Z,65507.08,NEFT,1682,991,6,3,False,False,1,0
TXN_102398,2024-08-03T11:58:00Z,15471.94,UPI,1617,1763,2,9,False,False,0,0
TXN_100243,2024-01-06T07:34:00Z,4915.14,UPI,999,994,2,7,False,False,0,0
TXN_102297,2024-04-29T18:27:00Z,1623.63,UPI,791,428,1,5,True,False,1,0
TXN_100080,2024-04-18T07:08:00Z,5805.63,UPI,1891,3643,2,8,False,False,0,0
TXN_100081,2024-07-26T16:30:00Z,6304.07,UPI,71,3312,0,8,False,False,1,0
TXN_101916,2024-12-06T18:04:00Z,5358.02,UPI,2282,1770,3,7,False,False,1,0
TXN_101721,2024-01-06T17:35:00Z,2049.27,UPI,574,1973,4,7,False,False,1,0
TXN_100841,2024-07-31T21:22:00Z,14304.07,IMPS,2508,1414,0,5,False,False,0,0
TXN_101678,2024-01-25T06:40:00Z,283.9,UPI,3154,843,7,3,False,False,0,0
TXN_102102,2024-05-28T10:26:00Z,14890.43,NEFT,1152,3479,0,3,False,False,0,0
TXN_100440,2024-05-10T20:28:00Z,53712.36,IMPS,3046,522,5,9,False,False,1,0
TXN_102351,2024-08-04T09:15:00Z,8706.6,RTGS,921,2558,4,5,False,False,1,0
TXN_100226,2024-05-30T13:26:00Z,1219.74,RTGS,127,3131,6,4,False,False,0,0
TXN_101151,2024-07-16T20:00:00Z,4197.84,UPI,2371,2681,1,1,False,False,0,0
TXN_101567,2024-01-11T10:28:00Z,4867.59,NEFT,3527,1137,5,4,False,False,1,0
TXN_100020,2024-12-11T22:42:00Z,31635.07,RTGS,3093,3190,6,7,False,False,1,0
TXN_102289,2024-12-22T06:05:00Z,5183.79,UPI,2340,1798,2,3,False,False,0,0
TXN_101579,2024-04-11T19:40:00Z,1066.47,NEFT,3147,1352,6,3,False,False,1,0
TXN_101318,2024-03-01T17:16:00Z,4625.21,NEFT,183,1497,3,6,False,False,0,0
TXN_101897,2024-01-13T09:36:00Z,6812.65,RTGS,1132,3512,2,1,False,False,0,0
TXN_100435,2024-03-13T10:35:00Z,4924.23,NEFT,2570,3296,7,3,False,False,1,0
TXN_101335,2024-02-13T20:01:00Z,18999.77,NEFT,2881,2737,0,6,False,False,1,0
TXN_102521,2024-07-09T17:35:00Z,9418.95,NEFT,486,2840,1,8,False,False,1,0
TXN_101238,2024-06-16T14:06:00Z,9484.36,NEFT,3368,502,2,2,False,False,1,0
TXN_100333,2024-04-18T10:51:00Z,27324.92,IMPS,2606,2015,6,1,False,False,0,0
TXN_102057,2024-12-18T18:09:00Z,1009.05,RTGS,966,284,5,1,False,False,0,0
TXN_102253,2024-04-09T16:35:00Z,149033.72,UPI,308,1174,4,3,False,False,0,0
TXN_100551,2024-05-31T07:46:00Z,16620.09,IMPS,528,1758,4,8,False,False,1,0
TXN_100569,2024-10-14T12:22:00Z,1287.02,UPI,1829,479,5,3,False,True,0,0
TXN_101175,2024-10-05T09:16:00Z,973.92,RTGS,3621,1884,6,5,False,False,0,0
TXN_102974,2024-01-03T12:52:00Z,1216.48,UPI,0,144,5,7,True,False,1,1
TXN_102071,2024-07-06T21:12:00Z,1610.73,RTGS,3309,2115,7,6,False,False,1,0
TXN_102800,2024-03-25T07:51:00Z,31589.12,IMPS,2289,1742,6,1,False,False,1,0
TXN_102928,2024-01-15T18:07:00Z,12015.29,NEFT,974,2660,27,8,False,True,1,1
TXN_101185,2024-04-21T08:16:00Z,358.39,NEFT,943,2483,0,9,False,True,1,0
TXN_101470,2024-05-29T10:18:00Z,56825.49,UPI,2169,2758,7,8,False,False,0,0
TXN_100747,2024-02-03T11:18:00Z,3944.93,RTGS,2551,3387,0,2,False,False,0,0
TXN_102804,2024-07-08T19:15:00Z,8064.22,RTGS,2317,2922,4,5,True,False,0,0
TXN_100959,2024-01-01T15:12:00Z,3481.21,IMPS,2978,2011,3,6,False,False,0,0
TXN_102624,2024-10-05T14:09:00Z,1916.54,RTGS,3178,2012,0,6,False,False,1,0
TXN_102374,2024-11-14T19:31:00Z,1272.18,IMPS,1625,333,2,9,False,False,0,0
TXN_101120,2024-07-10T22:59:00Z,2124.32,IMPS,1636,1285,4,3,False,False,1,0
TXN_102544,2024-12-14T07:54:00Z,2100.71,IMPS,1156,1215,1,9,False,False,0,0
TXN_100142,2024-02-20T20:12:00Z,452.66,RTGS,2172,1812,3,1,False,False,0,0
TXN_102300,2024-03-30T16:31:00Z,2603.5,NEFT,2099,1630,3,8,False,False,0,0
TXN_100288,2024-02-28T11:50:00Z,2351.29,UPI,109,3366,0,1,False,False,1,0
TXN_102742,2024-10-15T15:36:00Z,5543.63,UPI,3414,3335,7,1,False,False,1,0
TXN_100494,2024-05-23T21:59:00Z,6739.7,IMPS,3442,1853,5,6,False,False,0,0
TXN_102026,2024-01-30T09:44:00Z,5866.27,RTGS,3037,1845,5,6,False,False,0,0
TXN_102723,2024-12-17T17:34:00Z,6900.21,NEFT,2350,3312,7,6,False,False,0,0
TXN_101317,2024-06-20T14:23:00Z,19443.53,NEFT,2225,1052,3,3,True,False,0,0
TXN_100114,2024-10-27T17:48:00Z,1981.98,IMPS,1285,1328,2,3,False,False,1,0
TXN_101420,2024-07-25T15:59:00Z,887.4,IMPS,2716,1920,3,6,False,False,0,0
TXN_101006,2024-08-10T17:18:00Z,2506.5,IMPS,890,834,5,4,False,False,0,0
TXN_101349,2024-12-20T09:07:00Z,7312.55,UPI,1083,642,2,4,False,False,1,0
TXN_100272,2024-06-05T09:44:00Z,866.5,UPI,150,439,7,7,False,False,1,0
TXN_102921,2024-03-28T06:30:00Z,2336.23,NEFT,0,2346,1,9,True,True,1,1
TXN_102879,2024-12-30T17:13:00Z,6577.66,UPI,1357,1135,7,8,False,False,1,0
TXN_102797,2024-10-14T15:02:00Z,5823.89,NEFT,2744,247,3,4,False,False,1,0
TXN_102241,2024-08-12T12:46:00Z,18339.46,UPI,442,1109,0,6,False,False,1,0
TXN_100131,2024-03-05T08:30:00Z,2946.2,NEFT,2791,2161,0,5,False,True,0,0
TXN_101740,2024-06-16T19:01:00Z,8870.11,IMPS,297,357,2,9,False,False,1,0
TXN_101884,2024-09-15T08:10:00Z,22600.2,UPI,1089,3043,7,4,False,False,1,0
